접수일자,제작사,차명,모델년도
2022-12-06,쌍용자동차(주),토레스,2023
2022-12-06,쌍용자동차(주),토레스,2023
2022-12-06,기아주식회사,봉고Ⅲ 내장차,2020
2022-12-06,현대자동차(주),캐스퍼(CASPER),2023
2022-12-06,포드세일즈서비스코리아(유),Explorer 2.3,2021
2022-12-06,현대자동차(주),넥쏘 (NEXO) 수소전기차,2023
2022-12-06,폭스바겐그룹코리아 주식회사,Passat GT 2.0 TDI,2018
2022-12-06,쌍용자동차(주),토레스,2023
2022-12-06,쌍용자동차(주),토레스,2023
2022-12-06,르노코리아자동차 주식회사,SM6,2017
2022-12-06,쌍용자동차(주),토레스,2023
2022-12-06,쌍용자동차(주),토레스,2023
2022-12-06,현대자동차(주),그랜저(GRANDEUR),2018
2022-12-06,쌍용자동차(주),토레스,2023
2022-12-06,쌍용자동차(주),토레스,2023
2022-12-05,(주)재규어랜드로버코리아,디스커버리 SD4,2018
2022-12-06,쌍용자동차(주),토레스,2023
2022-12-05,쌍용자동차(주),토레스,2023
2022-12-05,쌍용자동차(주),토레스,2023
2022-12-06,쌍용자동차(주),토레스,2023
2022-12-05,쌍용자동차(주),토레스,2023
2022-12-05,쌍용자동차(주),토레스,2023
2022-12-05,쌍용자동차(주),토레스,2023
2022-12-05,(주)재규어랜드로버코리아,디스커버리4 3.0D,2016
2022-12-05,르노코리아자동차 주식회사,SM3 Z.E.,2017
2022-12-05,쌍용자동차(주),토레스,2023
2022-12-05,현대자동차(주),싼타페(SANTAFE),2021
2022-12-05,기아주식회사,스포티지 하이브리드,2022
2022-12-05,기아주식회사,카니발,2021
2022-12-05,쌍용자동차(주),토레스,2023
2022-12-05,기아주식회사,쏘렌토 하이브리드,2022
2022-12-05,현대자동차(주),그랜저 하이브리드,2018
2022-12-05,한국지엠(주),올란도 2.0 LPG,2016
2022-12-06,현대자동차(주),아반떼 Hybrid(AVANTE Hybrid),2021
2022-12-06,현대자동차(주),아반떼 Hybrid(AVANTE Hybrid),2021
2022-12-06,쌍용자동차(주),토레스,2023
2022-12-06,쌍용자동차(주),토레스,2023
2022-12-06,기아주식회사,스포티지,2016
2022-12-06,기아주식회사,스포티지,2016
2022-12-06,르노코리아자동차 주식회사,SM6,2016
2022-12-30,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EUV,2023
2022-12-06,현대자동차(주),그랜저(GRANDEUR),2018
2022-12-05,기아주식회사,스포티지,2015
2022-12-06,르노코리아자동차 주식회사,SM6,2016
2022-12-06,현대자동차(주),베뉴(VENUE),2020
2022-12-06,르노코리아자동차 주식회사,SM6,2016
2022-12-05,한국지엠(주),말리부 1.5 TURBO,2017
2022-12-05,현대자동차(주),그랜저(GRANDEUR),2018
2022-12-05,현대자동차(주),그랜저(GRANDEUR),2017
2022-12-05,쌍용자동차(주),렉스턴,2021
2022-12-05,메르세데스벤츠코리아(주),E300 4Matic,2017
2022-12-05,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018
2022-12-05,기아주식회사,스포티지 하이브리드,2022
2022-12-02,기아주식회사,K9,2013
2022-12-05,현대자동차(주),그랜저(GRANDEUR),2018
2022-12-05,테슬라코리아 유한회사,Model Y Long Range,2021
2022-12-05,폭스바겐그룹코리아 주식회사,A6 45 TDI quattro,2021
2022-12-02,스카니아코리아그룹(주),스카니아트랙터,2021
2022-12-05,한국지엠(주),올란도 2.0 LPG,2013
2022-12-05,메르세데스벤츠코리아(주),E300 4Matic,2017
2022-12-05,현대자동차(주),그랜저(GRANDEUR),2018
2022-12-05,현대자동차(주),제네시스(GENESIS),2016
2022-12-05,현대자동차(주),그랜저(GRANDEUR),2018
2022-12-05,현대자동차(주),그랜저(GRANDEUR),2017
2022-12-05,현대자동차(주),그랜저(GRANDEUR),2018
2022-12-02,르노코리아자동차 주식회사,SM6,2016
2022-12-02,현대자동차(주),제네시스(GENESIS),2015
2022-12-01,스카니아코리아그룹(주),스카니아트랙터,2020
2022-12-01,쌍용자동차(주),렉스턴,2021
2022-12-02,(주)볼보자동차코리아,볼보 S90B5,2022
2022-12-02,비엠더블유코리아(주),BMW 520d,2017
2022-12-02,비엠더블유코리아(주),BMW 520d,2017
2022-12-02,비엠더블유코리아(주),BMW 520d,2017
2022-12-02,쌍용자동차(주),렉스턴,2021
2022-12-02,한국지엠(주),올란도 2.0 LPG,2014
2022-12-02,현대자동차(주),G70,2018
2022-12-02,현대자동차(주),G70,2018
2022-12-02,현대자동차(주),G70,2018
2022-12-02,비엠더블유코리아(주),BMW 530i,2018
2022-12-01,쌍용자동차(주),렉스턴,2021
2022-12-02,폭스바겐그룹코리아 주식회사,Golf 1.4 TSI,2016
2022-12-02,주식회사 와코,2K2,2020
2022-12-02,현대자동차(주),그랜저(GRANDEUR),2018
2022-12-02,지엠대우오토앤테크놀로지(주),CHEVROLET COLORADO AWD,2021
2022-12-02,현대자동차(주),그랜저(GRANDEUR),2018
2022-12-02,(주)재규어랜드로버코리아,재규어 XF 20d,2017
2022-12-02,기아주식회사,쏘렌토 하이브리드,2022
2022-12-01,(주)아이버스,아이버스스타리아어린이운송차,2022
2022-12-01,현대자동차(주),아반떼 (AVANTE),2015
2022-12-01,(주)재규어랜드로버코리아,재규어 XE 20d,2018
2022-12-01,(주)재규어랜드로버코리아,재규어 XE 2.0D,2016
2022-12-01,기아주식회사,K7,2017
2022-12-05,(주)재규어랜드로버코리아,재규어 XF 20d,2017
2022-12-01,한국지엠(주),올란도 2.0 LPG,2013
2022-12-01,현대자동차(주),아반떼(AVANTE),2021
2022-12-01,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2017
2022-12-01,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2018
2022-12-01,(주)재규어랜드로버코리아,재규어 F-PACE 20d,2017
2022-12-01,(주)재규어랜드로버코리아,재규어 XF 20d,2017
2022-12-01,(주)재규어랜드로버코리아,재규어 XF 20d,2017
2022-12-02,메르세데스벤츠코리아(주),E300 4Matic,2017
2022-12-02,현대자동차(주),그랜저(GRANDEUR),2018
2022-12-02,(주)재규어랜드로버코리아,재규어 XF 20d,2016
2022-12-02,(주)재규어랜드로버코리아,재규어 XF 20d,2018
2022-12-02,(주)재규어랜드로버코리아,재규어 XF 20d,2017
2022-12-02,기아주식회사,스포티지 하이브리드,2022
2022-12-02,(주)재규어랜드로버코리아,디스커버리 TD6,2019
2022-12-01,르노코리아자동차 주식회사,MASTER,2021
2022-11-30,쌍용자동차(주),G4 렉스턴,2018
2022-12-02,메르세데스벤츠코리아(주),Mercedes-Benz S350 d,2021
2022-12-01,기아주식회사,봉고Ⅲ 1톤,2021
2022-12-01,기아주식회사,셀토스,2020
2022-12-01,기아주식회사,K7,2016
2022-12-01,현대자동차(주),G80,2017
2022-12-01,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-11-30,현대자동차(주),그랜저(GRANDEUR),2018
2022-11-30,현대자동차(주),아이오닉5 (IONIQ5),2022
2022-11-30,르노코리아자동차 주식회사,QM3,2016
2022-11-30,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2010
2022-11-30,쌍용자동차(주),렉스턴,2013
2022-11-29,비엠더블유코리아(주),BMW 530i xDrive,2018
2022-11-30,기아주식회사,쏘렌토 하이브리드,2021
2022-11-30,메르세데스벤츠코리아(주),Mercedes-Benz E300 e 4MATIC,2020
2022-11-30,현대자동차(주),i30,2017
2022-11-30,메르세데스벤츠코리아(주),Mercedes-Benz A220 Sedan,2021
2022-11-30,르노코리아자동차 주식회사,SM6,2016
2022-11-29,기아주식회사,쏘렌토,2021
2022-11-30,기아주식회사,EV6,2022
2022-12-01,테슬라코리아 유한회사,Model X 100D,2019
2022-12-01,기아주식회사,쏘렌토 하이브리드,2021
2022-11-30,현대자동차(주),i40 Saloon,2016
2022-11-30,메르세데스벤츠코리아(주),벤츠 CLS450 4Matic,2020
2022-11-30,한국지엠(주),올란도 2.0 LPG,2015
2022-11-30,모토스타코리아(주),ZT310T-M,2022
2022-11-30,르노코리아자동차 주식회사,QM6,2019
2022-11-30,기아주식회사,K7,2016
2022-11-30,한국지엠(주),올란도 2.0 LPG,2017
2022-11-30,현대자동차(주),투싼(TUCSON),2016
2022-11-29,현대자동차(주),싼타페(SANTAFE),2021
2022-11-29,현대자동차(주),쏘나타(SONATA),2015
2022-11-29,현대자동차(주),쏘나타(SONATA),2015
2022-11-29,현대자동차(주),아반떼(AVANTE),2021
2022-11-29,현대자동차(주),투싼(TUCSON),2016
2022-11-29,기아주식회사,그랜드 카니발,2012
2022-11-29,기아주식회사,스포티지 하이브리드,2023
2022-11-29,메르세데스벤츠코리아(주),E200,2018
2022-11-28,혼다코리아(주),ACCORD 1.5T,2021
2022-11-29,현대자동차(주),그랜저(GRANDEUR),2012
2022-11-29,현대자동차(주),아반떼(AVANTE),2016
2022-11-29,기아주식회사,K7 하이브리드,2017
2022-11-29,기아주식회사,쏘렌토 하이브리드,2021
2022-11-28,(주)재규어랜드로버코리아,디스커버리 TD6,2018
2022-11-29,기아주식회사,쏘렌토 하이브리드,2022
2022-11-29,현대자동차(주),아반떼(AVANTE),2021
2022-11-29,기아주식회사,쏘렌토 하이브리드,2021
2022-11-29,(주)볼보자동차코리아,볼보 S90T5,2019
2022-11-29,다임러트럭코리아(주),Actros,2017
2022-11-28,메르세데스벤츠코리아(주),Mercedes-Benz S580 4MATIC,2022
2022-11-29,기아주식회사,K3,2018
2022-11-29,현대자동차(주),그랜저(GRANDEUR),2018
2022-11-28,기아주식회사,쏘렌토 하이브리드,2021
2022-11-29,기아주식회사,쏘렌토,2021
2022-11-29,기아주식회사,쏘렌토 하이브리드,2021
2022-11-29,기아주식회사,쏘렌토 하이브리드,2022
2022-11-29,기아주식회사,쏘렌토 하이브리드,2022
2022-11-29,기아주식회사,스포티지 하이브리드,2022
2022-11-28,현대자동차(주),제네시스(GENESIS),2015
2022-11-28,다임러트럭코리아(주),Actros,2018
2022-11-29,기아주식회사,쏘렌토 하이브리드,2023
2022-11-28,기아주식회사,쏘렌토 하이브리드,2021
2022-11-28,기아주식회사,쏘렌토 하이브리드,2021
2022-11-28,(주)재규어랜드로버코리아,디스커버리 SD4,2017
2022-12-30,지엠대우오토앤테크놀로지(주),CHEVROLET BOLT EUV,2023
2022-11-28,기아주식회사,스포티지,2023
2022-11-28,현대자동차(주),아반떼(AVANTE),2021
2022-11-28,테슬라코리아 유한회사,Model S Performance,2019
2022-11-28,테슬라코리아 유한회사,Model S Long Range,2020
2022-11-28,현대자동차(주),아이오닉6 (IONIQ6),2023
2022-11-28,현대자동차(주),아이오닉6 (IONIQ6),2023
2022-11-28,기아주식회사,쏘렌토 하이브리드,2021
2022-11-28,테슬라코리아 유한회사,Model X P100D,2019
2022-11-28,기아주식회사,쏘렌토 하이브리드,2022
2022-11-29,현대자동차(주),그랜저(GRANDEUR) 하이브리드,2014
2022-11-28,비엠더블유코리아(주),BMW 530i xDrive,2017
2022-11-28,현대자동차(주),투싼(TUCSON),2016
2022-11-28,한국지엠(주),올란도 2.0 LPG,2012
2022-11-28,폭스바겐그룹코리아 주식회사,Arteon 2.0 TDI,2019
2022-11-28,현대자동차(주),아반떼(AVANTE),2021
2022-11-28,한국지엠(주),올란도 2.0 LPG,2013
2022-11-28,현대자동차(주),아반떼(AVANTE),2021
2022-11-28,기아주식회사,EV6,2022
2022-11-28,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-11-28,기아주식회사,쏘렌토 하이브리드,2021
2022-11-28,기아주식회사,쏘렌토 하이브리드,2021
2022-11-28,기아주식회사,쏘렌토 하이브리드,2022
2022-11-28,현대자동차(주),아반떼(AVANTE),2021
2022-11-28,폭스바겐그룹코리아 주식회사,A6 40 TDI,2022
2022-11-28,한국지엠(주),올란도 2.0 LPG,2014
2022-11-28,메르세데스벤츠코리아(주),Mercedes-Benz CLA250 4MATIC,2020
2022-11-28,기아주식회사,니로 EV,2019
2022-11-28,한신특장,한신울트라고소작업차,2023
2022-11-28,기아주식회사,니로 EV,2019
2022-11-28,한국지엠(주),올란도 2.0 LPG,2015
2022-11-25,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2017
2022-11-28,한국지엠(주),올란도 2.0 LPG,2015
2022-11-28,현대자동차(주),맥스크루즈 (MAXCRUZ),2015
2022-11-28,현대자동차(주),투싼(TUCSON),2016
2022-11-28,한국지엠(주),올란도 2.0 LPG,2012
2022-11-25,기아주식회사,K8 하이브리드,2023
2022-11-25,현대자동차(주),G70,2019
2022-11-25,한국지엠(주),올란도 2.0 LPG,2013
2022-11-25,한국지엠(주),크루즈 1.8 DOHC,2014
2022-11-25,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018
2022-11-25,한국지엠(주),올란도 2.0 LPG,2012
2022-11-25,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2017
2022-11-25,기아주식회사,쏘렌토 하이브리드,2022
2022-11-25,주식회사 텐핑,주노,2020
2022-11-25,기아주식회사,쏘렌토 하이브리드,2022
2022-11-25,한국지엠(주),올란도 2.0 LPG,2016
2022-11-25,현대자동차(주),쏘나타(SONATA),2012
2022-11-25,현대자동차(주),그랜저(GRANDEUR),2015
2022-11-25,기아주식회사,쏘렌토 하이브리드,2022
2022-11-24,기아주식회사,K8 하이브리드,2022
2022-11-25,한국지엠(주),올란도 2.0 LPG,2015
2022-11-25,한국지엠(주),올란도 2.0 LPG,2012
2022-11-25,(주)재규어랜드로버코리아,디스커버리 스포츠 2.0D,2018
2022-11-24,메르세데스벤츠코리아(주),Mercedes-Benz CLS450 4MATIC,2021
2022-11-25,한국토요타자동차(주),토요타 RAV4 2WD,2018
2022-11-25,한국지엠(주),말리부 2.0 LPG,2015
2022-11-25,(주)재규어랜드로버코리아,재규어 XE 20d,2018
2022-11-25,(주)재규어랜드로버코리아,디스커버리 SD4,2018
2022-11-24,혼다코리아(주),ACCORD HYBRID,2021
2022-11-24,현대자동차(주),그랜저 하이브리드(GRANDEUR HYBRID),2020
2022-11-24,현대자동차(주),아반떼(AVANTE),2021
2022-11-23,메르세데스벤츠코리아(주),Mercedes-Benz A220 Sedan,2021
2022-11-23,현대자동차(주),아반떼 하이브리드(AVANTE HYBRID),2010
2022-11-24,폭스바겐그룹코리아 주식회사,Tiguan 2.0 TDI BMT,2016
2022-11-24,비엠더블유코리아(주),BMW 520d,2014
2022-11-24,현대자동차(주),그랜저(GRANDEUR),2016
2022-11-24,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-11-24,현대자동차(주),아반떼(AVANTE),2021
2022-11-24,메르세데스벤츠코리아(주),GLC350 e 4Matic,2019
2022-11-24,현대자동차(주),그랜저(GRANDEUR),2017
2022-11-23,현대자동차(주),그랜저(GRANDEUR),2017
2022-11-23,기아주식회사,쏘렌토,2018
2022-11-24,한국지엠(주),올란도 2.0 LPG,2015
2022-11-24,스텔란티스코리아주식회사,짚 랭글러 루비콘,2018
2022-11-24,기아주식회사,스포티지 하이브리드,2022
2022-11-23,메르세데스벤츠코리아(주),벤츠 A220,2019
2022-11-23,한국지엠(주),올란도 2.0 LPG,2012
2022-11-23,르노코리아자동차 주식회사,QM3,2015
2022-11-23,한국지엠(주),올란도 2.0 LPG,2016
2022-11-23,현대자동차(주),아이오닉6 (IONIQ6),2023
2022-11-23,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021
2022-11-23,현대자동차(주),GV70,2023
2022-11-23,메르세데스벤츠코리아(주),벤츠 A220,2019
2022-11-23,현대자동차(주),아반떼(AVANTE),2021
2022-11-23,현대자동차(주),제네시스(GENESIS),2016
2022-11-22,르노코리아자동차 주식회사,QM6,2018
2022-11-23,현대자동차(주),i40 Saloon,2012
2022-11-23,포드세일즈서비스코리아(유),Explorer 3.0 PHEV,2020
2022-11-23,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2019
2022-11-25,자기인증면제차량,BORREGO(모하비),2009
2022-11-23,메르세데스벤츠코리아(주),Mercedes-Benz C200 4MATIC,2022
2022-11-22,비엠더블유코리아(주),BMW 520d,2017
2022-11-23,메르세데스벤츠코리아(주),벤츠 A220,2020
2022-11-23,기아주식회사,쏘렌토 하이브리드,2021
2022-11-23,한국지엠(주),올란도 2.0 LPG,2012
2022-11-23,비엠더블유코리아(주),BMW 420i Coupe,2018
2022-11-23,메르세데스벤츠코리아(주),벤츠 A220 Sedan,2020
2022-11-23,메르세데스벤츠코리아(주),벤츠 A220 Sedan,2020
2022-11-23,메르세데스벤츠코리아(주),벤츠 A220 Sedan,2020
2022-11-22,한국지엠(주),올란도 2.0 LPG,2014
2022-11-22,한국지엠(주),올란도 2.0 LPG,2017
2022-11-23,현대자동차(주),쏘나타(SONATA),2018
2022-11-22,스텔란티스코리아주식회사,짚그랜드체로키,2014
2022-11-22,르노코리아자동차 주식회사,QM6,2019
2022-11-22,기아주식회사,스포티지 하이브리드,2022
2022-11-22,(주)한중특장,한중23.7톤상승윙바디,2017
2022-11-22,한국지엠(주),올란도 2.0 LPG,2014
2022-11-22,(주)재규어랜드로버코리아,디스커버리 SD4,2018
2022-11-21,기아주식회사,K8,2022
2022-11-22,비엠더블유코리아(주),BMW X6 xDrive40i,2022
2022-11-22,혼다코리아(주),CBF300NA,2020
2022-11-22,현대자동차(주),넥쏘 (NEXO) 수소전기차,2023
2022-11-22,현대자동차(주),아반떼(AVANTE),2021
2022-11-22,한국지엠(주),올란도 2.0 LPG,2014
2022-11-22,한국지엠(주),올란도 2.0 LPG,2012
2022-11-22,한국지엠(주),말리부 2.0 DOHC,2014
2022-11-21,현대자동차(주),아반떼(AVANTE),2021
2022-11-22,한국지엠(주),올란도 2.0 LPG,2015
2022-11-22,현대자동차(주),제네시스(GENESIS),2016
2022-11-21,기아주식회사,K5,2013
2022-11-22,한국지엠(주),올란도 2.0 LPG,2013
2022-11-22,한국지엠(주),올란도 2.0 LPG,2015
2022-11-22,비엠더블유코리아(주),BMW 530i xDrive,2018
2022-11-22,기아주식회사,니로 하이브리드,2020
2022-11-21,주식회사 이비온,E6,2022
2022-11-22,현대자동차(주),쏘나타(SONATA) 하이브리드,2014
2022-11-21,포드세일즈서비스코리아(유),Explorer 2.3,2020
2022-11-22,한국지엠(주),올란도 2.0 LPG,2016
2022-11-22,메르세데스벤츠코리아(주),Mercedes-Benz E350 4MATIC,2022
2022-11-22,한국지엠(주),올란도 2.0 LPG,2013
2022-11-22,한국지엠(주),올란도 2.0 LPG,2012
2022-11-22,현대자동차(주),엑센트 (ACCENT),2016
2022-11-22,르노코리아자동차 주식회사,SM6,2016
2022-11-22,현대자동차(주),아반떼(AVANTE),2021
