,제작사,차명,모델년도,리콜개시일,계절,월별
2911,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022.0,2022-04-15,Spring,April
2912,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-15,Spring,April
2913,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2914,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2915,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2916,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-15,Spring,April
2917,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-15,Spring,April
2918,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-15,Spring,April
2919,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021.0,2022-04-15,Spring,April
2920,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2921,기아주식회사,카니발 리무진,2021.0,2022-04-15,Spring,April
2922,르노코리아자동차 주식회사,SM3,2016.0,2022-04-15,Spring,April
2923,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-15,Spring,April
2924,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-15,Spring,April
2925,한불모터스(주),Peugeot 5008 1.6 BlueHDi,2019.0,2022-04-15,Spring,April
2926,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2927,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-15,Spring,April
2928,폭스바겐그룹코리아 주식회사,A6 40 TDI,2020.0,2022-04-15,Spring,April
2929,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021.0,2022-04-15,Spring,April
2930,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2931,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2932,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-15,Spring,April
2933,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2934,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2935,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2936,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2937,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2938,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-15,Spring,April
2939,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-15,Spring,April
2940,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-15,Spring,April
2941,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2942,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2943,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-15,Spring,April
2944,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2945,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-15,Spring,April
2946,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2947,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-15,Spring,April
2948,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2949,현대자동차(주),아반떼(AVANTE),2021.0,2022-04-15,Spring,April
2950,혼다코리아(주),ACCORD 1.5T,2019.0,2022-04-15,Spring,April
2951,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2952,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2953,혼다코리아(주),ACCORD HYBRID,2019.0,2022-04-15,Spring,April
2954,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2955,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2956,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2957,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-15,Spring,April
2958,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-15,Spring,April
2959,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2960,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-15,Spring,April
2961,현대자동차(주),싼타페(SANTAFE),2015.0,2022-04-18,Spring,April
2962,현대자동차(주),쏘나타(SONATA),2017.0,2022-04-18,Spring,April
2963,현대자동차(주),i40 Saloon,2016.0,2022-04-18,Spring,April
2964,현대자동차(주),쏘나타(SONATA),2017.0,2022-04-18,Spring,April
2965,포르쉐코리아 주식회사,카이엔 E-하이브리드,2022.0,2022-04-18,Spring,April
2966,기아주식회사,니로 하이브리드,2020.0,2022-04-18,Spring,April
2967,기아주식회사,스포티지 하이브리드,2022.0,2022-04-18,Spring,April
2968,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021.0,2022-04-18,Spring,April
2969,혼다코리아(주),ACCORD HYBRID,2019.0,2022-04-18,Spring,April
2970,기아주식회사,K8 하이브리드,2022.0,2022-04-18,Spring,April
2971,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
2972,기아주식회사,니로 하이브리드,2020.0,2022-04-18,Spring,April
2973,기아주식회사,K8 하이브리드,2022.0,2022-04-18,Spring,April
2974,기아주식회사,니로 하이브리드,2022.0,2022-04-18,Spring,April
2975,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
2976,현대자동차(주),쏘나타 하이브리드(SONATA HYBRID),2016.0,2022-04-18,Spring,April
2977,기아주식회사,니로 하이브리드,2020.0,2022-04-18,Spring,April
2978,기아주식회사,K7 하이브리드,2018.0,2022-04-18,Spring,April
2979,폭스바겐그룹코리아 주식회사,Arteon 2.0 TDI,2018.0,2022-04-18,Spring,April
2980,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
2981,포르쉐코리아 주식회사,카이엔,2022.0,2022-04-18,Spring,April
2982,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
2983,현대자동차(주),아반떼 (AVANTE),2013.0,2022-04-18,Spring,April
2984,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
2985,기아주식회사,스포티지 하이브리드,2022.0,2022-04-18,Spring,April
2986,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
2987,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021.0,2022-04-18,Spring,April
2988,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
2989,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
2990,한국지엠(주),올란도 2.0 LPG,2012.0,2022-04-18,Spring,April
2991,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022.0,2022-04-18,Spring,April
2992,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021.0,2022-04-18,Spring,April
2993,기아주식회사,니로 EV,2022.0,2022-04-18,Spring,April
2994,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
2995,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
2996,기아주식회사,K8 하이브리드,2022.0,2022-04-18,Spring,April
2997,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
2998,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
2999,비엠더블유코리아(주),MINI Cooper Clubman,2016.0,2022-04-18,Spring,April
3000,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3001,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3002,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021.0,2022-04-18,Spring,April
3003,기아주식회사,K8 하이브리드,2022.0,2022-04-18,Spring,April
3004,현대자동차(주),아반떼(AVANTE),2017.0,2022-04-18,Spring,April
3005,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3006,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3007,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3008,기아주식회사,카니발,2019.0,2022-04-18,Spring,April
3009,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3010,기아주식회사,K8 하이브리드,2022.0,2022-04-18,Spring,April
3011,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3012,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3013,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3014,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3015,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3016,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3017,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3018,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3019,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022.0,2022-04-18,Spring,April
3020,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3021,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3022,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3023,현대자동차(주),싼타페(SANTAFE),2015.0,2022-04-18,Spring,April
3024,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3025,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3026,기아주식회사,K8 하이브리드,2022.0,2022-04-18,Spring,April
3027,기아주식회사,스포티지 하이브리드,2022.0,2022-04-18,Spring,April
3028,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3029,기아주식회사,스포티지 하이브리드,2022.0,2022-04-18,Spring,April
3030,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2022.0,2022-04-18,Spring,April
3031,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3032,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3033,르노코리아자동차 주식회사,QM6,2017.0,2022-04-18,Spring,April
3034,기아주식회사,니로 하이브리드,2022.0,2022-04-18,Spring,April
3035,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3036,혼다코리아(주),ACCORD HYBRID,2021.0,2022-04-18,Spring,April
3037,기아주식회사,카니발,2021.0,2022-04-18,Spring,April
3038,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3039,현대자동차(주),싼타페(SANTAFE),2015.0,2022-04-18,Spring,April
3040,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3041,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3042,바이크원,RYKER RALLY,2019.0,2022-04-18,Spring,April
3043,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3044,지엠대우오토앤테크놀로지(주),CHEVROLET IMPALA 2.5,2017.0,2022-04-18,Spring,April
3045,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3046,기아주식회사,스포티지 하이브리드,2022.0,2022-04-18,Spring,April
3047,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3048,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3049,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3050,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022.0,2022-04-18,Spring,April
3051,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3052,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3053,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3054,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3055,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3056,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3057,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3058,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022.0,2022-04-18,Spring,April
3059,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3060,폭스바겐그룹코리아 주식회사,Jetta 1.4 TSI,2021,2022-04-18,Spring,April
3061,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3062,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3063,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3064,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3065,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3066,포르쉐코리아 주식회사,카이엔,2022.0,2022-04-18,Spring,April
3067,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3068,기아주식회사,K8 하이브리드,2022.0,2022-04-18,Spring,April
3069,기아주식회사,니로 하이브리드,2018.0,2022-04-18,Spring,April
3070,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021.0,2022-04-18,Spring,April
3071,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3072,기아주식회사,K8 하이브리드,2022.0,2022-04-18,Spring,April
3073,현대자동차(주),아반떼(AVANTE),2016.0,2022-04-18,Spring,April
3074,혼다코리아(주),ACCORD 1.5T,2019.0,2022-04-18,Spring,April
3075,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3076,기아주식회사,니로 하이브리드,2018.0,2022-04-18,Spring,April
3077,(주)재규어랜드로버코리아,디스커버리 SD4,2018.0,2022-04-18,Spring,April
3078,기아주식회사,스포티지 하이브리드,2022.0,2022-04-18,Spring,April
3079,기아주식회사,니로 PHEV,2019.0,2022-04-18,Spring,April
3080,현대자동차(주),포터Ⅱ (PORTERⅡ),2019.0,2022-04-18,Spring,April
3081,메르세데스벤츠코리아(주),Mercedes-Benz E220 d 4MATIC,2021.0,2022-04-18,Spring,April
3082,만트럭버스코리아(주),TGX,2018.0,2022-04-18,Spring,April
3083,현대자동차(주),쏘나타(SONATA) 하이브리드,2014.0,2022-04-18,Spring,April
3084,현대자동차(주),싼타페(SANTAFE),2021.0,2022-04-18,Spring,April
3085,기아주식회사,니로 하이브리드,2022.0,2022-04-18,Spring,April
3086,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3087,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3088,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2022.0,2022-04-18,Spring,April
3089,기아주식회사,니로 하이브리드,2020.0,2022-04-18,Spring,April
3090,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-18,Spring,April
3091,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021.0,2022-04-18,Spring,April
3092,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3093,기아주식회사,니로 하이브리드,2017.0,2022-04-18,Spring,April
3094,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-18,Spring,April
3095,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022.0,2022-04-18,Spring,April
3096,혼다코리아(주),CR-V,2020,2022-04-18,Spring,April
3097,(주)재규어랜드로버코리아,디스커버리 SD4,2019,2022-04-18,Spring,April
3098,혼다코리아(주),ACCODR 2.0T,2019,2022-04-18,Spring,April
3099,혼다코리아(주),ACCORD HEV,2022,2022-04-18,Spring,April
3100,혼다코리아(주),ACCORD 1.5T,2021,2022-04-18,Spring,April
3101,혼다코리아(주),CR-V HEV,2022,2022-04-18,Spring,April
3102,혼다코리아(주),ODYSSEY,2022,2022-04-18,Spring,April
3103,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-19,Spring,April
3104,한불모터스(주),DS5 2.0 Blue-HDi,2016.0,2022-04-19,Spring,April
3105,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-19,Spring,April
3106,기아주식회사,스포티지 하이브리드,2022.0,2022-04-19,Spring,April
3107,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-19,Spring,April
3108,기아주식회사,쏘렌토,2021.0,2022-04-19,Spring,April
3109,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-19,Spring,April
3110,혼다코리아(주),ACCORD HYBRID,2018.0,2022-04-19,Spring,April
3111,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-19,Spring,April
3112,기아주식회사,쏘울,2014.0,2022-04-19,Spring,April
3113,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022.0,2022-04-19,Spring,April
3114,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021.0,2022-04-19,Spring,April
3115,기아주식회사,스포티지 하이브리드,2022.0,2022-04-19,Spring,April
3116,기아주식회사,니로 하이브리드,2020.0,2022-04-19,Spring,April
3117,현대자동차(주),투싼 하이브리드(TUCSON HYBRID),2021.0,2022-04-19,Spring,April
3118,(주)한국쓰리축,한국쓰리축1톤롱바디내장탑,2022.0,2022-04-19,Spring,April
3119,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022.0,2022-04-19,Spring,April
3120,현대자동차(주),싼타페 하이브리드(SANTAFE HYBRID),2022.0,2022-04-19,Spring,April
3121,기아주식회사,K7,2016.0,2022-04-19,Spring,April
3122,현대자동차(주),맥스크루즈 (MAXCRUZ),2014.0,2022-04-19,Spring,April
3123,기아주식회사,니로 하이브리드,2017.0,2022-04-19,Spring,April
3124,현대자동차(주),쏘나타(SONATA),2015.0,2022-04-19,Spring,April
3125,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-19,Spring,April
3126,기아주식회사,니로 하이브리드,2020.0,2022-04-19,Spring,April
3127,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-19,Spring,April
3128,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-19,Spring,April
3129,기아주식회사,쏘렌토 하이브리드,2022.0,2022-04-19,Spring,April
3130,기아주식회사,쏘렌토 하이브리드,2021.0,2022-04-19,Spring,April
3131,기아주식회사,K8 하이브리드,2022.0,2022-04-19,Spring,April
